"","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","treatment","cluster","voted","hh_id","hh_size","numberofnames","p2004_mean","g2004_mean","age","bintreat"
"273147","male",1931,"yes","yes","yes","yes","no","No"," Control",7937,"No",142860,2,21,0.1428571,0.7619048,75,0
"82373","female",1977,"yes","yes","yes","no","no","No"," Control",2369,"No",42634,3,21,0.1904762,1,29,0
"280238","male",1943,"yes","no","yes","yes","no","No"," Neighbors",8138,"No",146468,2,21,0.1428571,1,63,1
"108328","male",1933,"no","yes","yes","no","yes","No"," Control",3116,"Yes",56087,2,21,0.1428571,0.952381,73,0
"98537","female",1961,"yes","yes","yes","no","yes","Yes"," Control",2837,"Yes",51060,2,21,0.2857143,1,45,0
"228660","male",1949,"yes","yes","yes","no","yes","Yes"," Neighbors",6659,"No",119862,3,21,0.4285714,0.8571429,57,1
"6317","female",1985,"no","no","yes","no","no","Yes"," Control",188,"No",3369,3,21,0.0952381,1,21,0
"343885","female",1956,"no","yes","yes","yes","no","Yes"," Control",9994,"No",179886,1,19,0.2105263,0.8947368,50,0
"236298","female",1979,"yes","yes","yes","no","no","No"," Control",6887,"No",123960,3,21,0.1904762,0.8571429,27,0
"191810","male",1954,"yes","yes","yes","yes","yes","Yes"," Control",5570,"Yes",100251,2,21,0.2857143,0.8095238,52,0
"93722","male",1953,"yes","yes","yes","no","yes","No"," Control",2700,"No",48590,2,21,0.2380952,1,53,0
"261818","female",1966,"yes","yes","yes","no","no","Yes"," Control",7616,"No",137083,1,21,0.3809524,1,40,0
"103625","male",1984,"no","no","yes","no","no","No"," Control",2981,"No",53655,3,21,0.047619,1,22,0
"292357","female",1952,"yes","yes","yes","yes","no","Yes"," Neighbors",8470,"No",152447,1,21,0.3809524,0.952381,54,1
"283244","male",1944,"yes","yes","yes","no","yes","No"," Control",8215,"No",147870,2,21,0.1428571,1,62,0
"184634","male",1971,"yes","yes","yes","no","no","Yes"," Control",5357,"No",96419,3,21,0.5238096,0.952381,35,0
"30091","male",1984,"no","no","yes","no","no","Yes"," Control",875,"No",15741,3,21,0.3333333,0.9047619,22,0
"70546","female",1960,"yes","yes","yes","no","no","No"," Neighbors",2034,"No",36602,2,21,0.2857143,1,46,1
"165781","female",1969,"yes","yes","yes","no","yes","No"," Control",4806,"No",86494,2,21,0.047619,1,37,0
"300651","male",1953,"yes","yes","yes","no","yes","No"," Control",8704,"No",156672,1,21,0.2857143,1,53,0
"140712","female",1947,"yes","yes","yes","yes","yes","No"," Control",4062,"Yes",73104,2,21,0.4761905,0.9047619,59,0
"260195","male",1944,"yes","yes","yes","no","no","Yes"," Neighbors",7570,"No",136255,2,21,0.4761905,1,62,1
"64451","female",1959,"yes","yes","yes","no","yes","No"," Control",1858,"No",33432,1,21,0.2380952,0.952381,47,0
"320935","male",1945,"yes","no","yes","no","no","Yes"," Control",9288,"No",167181,2,21,0.7142857,0.952381,61,0
"95208","male",1959,"yes","yes","yes","no","no","No"," Control",2742,"No",49343,2,21,0.3333333,1,47,0
"95024","female",1948,"yes","yes","yes","no","no","No"," Control",2736,"Yes",49245,1,21,0.2857143,0.952381,58,0
"74297","female",1954,"yes","yes","yes","no","yes","No"," Control",2140,"No",38519,2,21,0.0952381,0.8571429,52,0
"222158","male",1933,"yes","yes","yes","no","no","Yes"," Control",6467,"No",116394,2,21,0.6666667,0.952381,73,0
"17131","male",1938,"yes","yes","yes","no","yes","No"," Control",503,"Yes",9046,2,21,0.3333333,0.8571429,68,0
"107703","female",1974,"yes","yes","yes","yes","no","No"," Control",3098,"No",55757,2,20,0.2,0.85,32,0
"221746","female",1930,"yes","yes","yes","yes","yes","No"," Neighbors",6455,"Yes",116177,2,21,0.1904762,0.8571429,76,1
"3228","female",1949,"yes","yes","yes","no","no","Yes"," Control",97,"Yes",1730,2,21,0.3809524,0.952381,57,0
"165973","male",1954,"no","no","yes","no","no","Yes"," Neighbors",4812,"No",86600,1,21,0.0952381,0.952381,52,1
"203574","male",1941,"yes","yes","yes","no","no","Yes"," Control",5916,"No",106482,2,21,0.3333333,0.7142857,65,0
"244604","female",1964,"yes","yes","yes","yes","no","No"," Control",7122,"No",128182,2,21,0.4761905,0.8571429,42,0
"183901","male",1947,"yes","yes","yes","yes","yes","No"," Control",5336,"No",96035,3,21,0.2380952,0.952381,59,0
"67938","female",1957,"yes","yes","yes","no","yes","No"," Control",1959,"Yes",35247,2,21,0.1428571,1,49,0
"46476","female",1935,"yes","yes","yes","yes","yes","No"," Control",1345,"No",24194,2,21,0.047619,0.9047619,71,0
"65781","male",1964,"yes","yes","yes","yes","no","Yes"," Control",1897,"Yes",34130,2,21,0.4285714,0.8571429,42,0
"202813","male",1926,"yes","yes","yes","no","yes","Yes"," Control",5893,"Yes",106068,2,21,0.3333333,0.8571429,80,0
"53344","female",1966,"yes","yes","yes","no","yes","No"," Control",1540,"Yes",27708,2,21,0.0952381,0.952381,40,0
"154615","female",1922,"yes","yes","yes","yes","no","No"," Control",4476,"No",80566,2,15,0,0.8666667,84,0
"175055","male",1967,"yes","yes","yes","yes","yes","No"," Control",5077,"Yes",91380,2,21,0.1904762,0.9047619,39,0
"341350","male",1941,"no","no","yes","no","no","Yes"," Control",9915,"Yes",178470,1,21,0.5238096,0.8095238,65,0
"52803","male",1951,"yes","yes","yes","no","yes","No"," Control",1524,"No",27428,3,21,0.1904762,1,55,0
"343051","male",1941,"yes","yes","yes","no","yes","No"," Neighbors",9968,"Yes",179414,2,21,0.0952381,1,65,1
"266180","male",1960,"yes","yes","yes","no","no","No"," Control",7744,"No",139377,2,21,0.4761905,1,46,0
"297703","male",1952,"yes","no","yes","no","yes","No"," Control",8626,"No",155258,4,21,0.0952381,0.952381,54,0
"57061","female",1948,"yes","yes","yes","no","yes","No"," Control",1648,"No",29658,2,21,0.2857143,1,58,0
"261295","female",1953,"yes","no","yes","no","no","Yes"," Control",7601,"Yes",136810,2,21,0.4761905,1,53,0
"179032","female",1952,"yes","yes","yes","yes","no","Yes"," Control",5193,"No",93473,2,21,0.3333333,0.952381,54,0
"101712","female",1975,"no","yes","yes","no","yes","No"," Neighbors",2928,"No",52698,2,21,0.0952381,0.7619048,31,1
"289493","male",1951,"yes","yes","yes","no","no","No"," Control",8387,"No",150963,2,21,0.047619,0.9047619,55,0
"229148","male",1952,"yes","yes","yes","yes","yes","No"," Control",6674,"Yes",120126,2,21,0.3809524,0.8571429,54,0
"97745","female",1964,"yes","yes","yes","yes","yes","No"," Control",2815,"Yes",50656,1,21,0.1428571,1,42,0
"122756","male",1943,"yes","yes","yes","yes","no","No"," Control",3537,"No",63655,2,21,0.2380952,1,63,0
"109895","male",1947,"yes","yes","yes","no","yes","No"," Control",3163,"Yes",56925,2,21,0.1428571,0.9047619,59,0
"271451","male",1970,"yes","yes","yes","yes","yes","Yes"," Neighbors",7890,"No",142016,1,21,0.4285714,0.8571429,36,1
"48631","male",1955,"yes","yes","yes","no","no","Yes"," Control",1405,"Yes",25275,3,21,0.3333333,0.952381,51,0
"129261","female",1939,"yes","yes","yes","no","no","Yes"," Control",3727,"No",67079,2,21,0.1428571,0.952381,67,0
"311867","female",1948,"yes","yes","yes","yes","no","Yes"," Control",9034,"No",162610,3,21,0.7619048,1,58,0
"174459","male",1986,"no","no","yes","no","no","No"," Control",5059,"No",91050,3,21,0,0.952381,20,0
"334343","male",1965,"no","yes","yes","no","yes","Yes"," Control",9700,"Yes",174588,2,21,0.3809524,0.8571429,41,0
"72630","male",1943,"yes","yes","yes","no","no","No"," Neighbors",2094,"No",37678,3,21,0.047619,1,63,1
"138444","female",1954,"yes","yes","yes","no","yes","No"," Control",3996,"Yes",71917,2,21,0.0952381,0.952381,52,0
"154116","female",1961,"yes","yes","yes","no","yes","No"," Control",4461,"No",80293,2,21,0.2857143,1,45,0
"208423","male",1951,"yes","yes","yes","no","no","Yes"," Control",6063,"No",109126,2,21,0.1904762,0.8571429,55,0
"322505","female",1945,"yes","yes","yes","yes","no","Yes"," Neighbors",9337,"No",168049,2,21,0.4761905,0.9047619,61,1
"60590","male",1937,"yes","yes","yes","yes","no","No"," Control",1747,"Yes",31433,1,21,0.2380952,0.952381,69,0
"77541","male",1970,"yes","yes","yes","no","yes","No"," Control",2235,"No",40217,1,21,0.2380952,1,36,0
"67458","female",1952,"yes","yes","yes","no","yes","No"," Control",1945,"Yes",34995,2,21,0.0952381,0.8571429,54,0
"277411","female",1924,"yes","yes","yes","no","no","Yes"," Neighbors",8059,"No",145056,2,21,0.3809524,0.9047619,82,1
"164594","male",1946,"yes","no","yes","no","yes","Yes"," Control",4772,"Yes",85882,2,21,0.3809524,1,60,0
"320153","female",1950,"yes","yes","yes","no","no","No"," Control",9266,"No",166774,3,21,0.5238096,1,56,0
"308511","male",1985,"no","no","yes","no","no","Yes"," Control",8936,"No",160837,3,21,0.1904762,0.9047619,21,0
"311067","male",1971,"yes","yes","yes","no","yes","Yes"," Control",9010,"No",162175,2,20,0.3,1,35,0
"159324","male",1943,"yes","yes","yes","no","yes","No"," Control",4617,"No",83097,2,21,0.6190476,1,63,0
"290400","male",1931,"yes","yes","yes","no","no","No"," Control",8413,"No",151417,2,21,0.047619,0.8571429,75,0
"224409","female",1984,"no","no","yes","no","no","No"," Control",6533,"No",117581,3,21,0.0952381,0.9047619,22,0
"83712","female",1947,"yes","no","yes","yes","no","No"," Control",2408,"Yes",43329,2,21,0.3809524,1,59,0
"238646","female",1985,"no","no","yes","no","no","Yes"," Control",6956,"No",125193,3,21,0.7142857,1,21,0
"2964","female",1984,"no","no","yes","no","no","No"," Control",88,"Yes",1581,3,21,0.1904762,1,22,0
"203961","female",1978,"no","yes","yes","no","no","No"," Control",5927,"No",106685,2,21,0.4761905,0.952381,28,0
"309040","female",1966,"no","no","yes","no","no","Yes"," Control",8950,"No",161083,2,21,0.1904762,0.952381,40,0
"292003","male",1938,"yes","yes","yes","no","yes","No"," Control",8460,"No",152267,2,21,0.1904762,1,68,0
"246705","male",1959,"yes","no","yes","no","yes","Yes"," Control",7181,"No",129247,2,21,0.2857143,1,47,0
"196991","male",1928,"yes","yes","yes","no","yes","No"," Neighbors",5719,"No",102932,2,21,0.3333333,1,78,1
"87165","female",1954,"yes","yes","yes","no","yes","Yes"," Neighbors",2509,"No",45148,3,21,0.2380952,0.9047619,52,1
"43853","male",1935,"yes","yes","yes","yes","no","No"," Control",1271,"No",22871,4,21,0.1904762,1,71,0
"62958","female",1946,"yes","yes","yes","no","yes","No"," Control",1814,"No",32648,1,21,0.1904762,0.952381,60,0
"64036","male",1952,"yes","yes","yes","no","yes","No"," Control",1846,"Yes",33223,2,21,0.047619,0.952381,54,0
"230363","male",1923,"yes","yes","yes","no","yes","No"," Neighbors",6711,"No",120785,1,21,0.2380952,0.8095238,83,1
"95222","female",1968,"yes","yes","yes","yes","yes","Yes"," Control",2742,"Yes",49350,2,16,0.375,1,38,0
"54357","male",1930,"yes","yes","yes","no","yes","No"," Control",1570,"No",28249,1,21,0.2857143,0.952381,76,0
"239120","female",1972,"yes","yes","yes","yes","yes","Yes"," Control",6969,"Yes",125428,2,21,0.5714286,1,34,0
"289712","female",1955,"yes","yes","yes","yes","yes","No"," Neighbors",8393,"No",151069,1,21,0.2380952,1,51,1
"329723","male",1981,"yes","no","yes","no","no","No"," Control",9560,"No",172065,4,21,0.5238096,1,25,0
"205285","male",1962,"no","yes","yes","no","no","Yes"," Control",5968,"Yes",107415,2,21,0.4285714,0.8095238,44,0
"1807","male",1966,"yes","yes","yes","no","no","Yes"," Neighbors",54,"Yes",957,3,21,0.4285714,0.8095238,40,1
"143291","male",1926,"yes","yes","yes","yes","no","No"," Control",4142,"No",74539,2,21,0.1428571,0.952381,80,0
"125298","male",1963,"no","yes","yes","no","yes","No"," Control",3612,"No",65001,2,21,0.2857143,0.7619048,43,0
"237318","male",1948,"yes","yes","yes","yes","yes","No"," Control",6917,"No",124497,2,21,0.2857143,0.7142857,58,0
"248684","female",1948,"yes","yes","yes","yes","no","Yes"," Control",7237,"No",130261,2,21,0.7619048,1,58,0
"238031","male",1932,"no","yes","yes","no","yes","Yes"," Control",6938,"Yes",124870,2,21,0.1428571,0.6666667,74,0
"88117","female",1984,"no","no","yes","no","no","No"," Control",2538,"Yes",45671,5,21,0.2380952,0.952381,22,0
"233861","male",1943,"yes","yes","yes","no","yes","Yes"," Neighbors",6815,"Yes",122655,2,21,0.5238096,1,63,1
"86062","female",1954,"yes","yes","yes","no","no","Yes"," Control",2476,"No",44565,3,21,0.3809524,0.9047619,52,0
"143630","male",1947,"yes","yes","yes","yes","no","No"," Control",4152,"Yes",74724,3,21,0.3809524,1,59,0
"297724","male",1952,"yes","yes","yes","no","no","No"," Control",8627,"No",155269,3,21,0.0952381,0.952381,54,0
"128702","male",1938,"yes","yes","yes","no","yes","Yes"," Control",3711,"Yes",66790,2,21,0.2857143,0.8571429,68,0
"291817","male",1944,"yes","yes","yes","no","yes","No"," Control",8455,"No",152177,2,21,0.1428571,0.9047619,62,0
"335755","male",1942,"yes","yes","yes","yes","yes","No"," Control",9742,"Yes",175350,2,21,0.5238096,0.952381,64,0
"183867","male",1913,"yes","yes","yes","no","yes","No"," Control",5335,"No",96019,1,21,0.1904762,0.7619048,93,0
"65877","male",1961,"yes","yes","yes","yes","no","No"," Control",1899,"No",34176,2,21,0.1904762,1,45,0
"98574","male",1969,"yes","yes","yes","no","no","Yes"," Control",2838,"No",51076,2,21,0.2380952,0.9047619,37,0
"271542","female",1975,"no","no","yes","no","no","No"," Control",7893,"No",142066,2,21,0.2857143,0.952381,31,0
"124954","male",1939,"yes","yes","yes","no","no","Yes"," Control",3602,"No",64824,2,21,0.2380952,0.7619048,67,0
"133121","male",1946,"no","yes","yes","yes","no","No"," Control",3841,"Yes",69137,2,21,0.4761905,0.952381,60,0
"29141","female",1942,"yes","yes","yes","no","no","Yes"," Neighbors",850,"Yes",15285,1,21,0.3333333,0.952381,64,1
"340494","female",1963,"no","yes","yes","no","no","Yes"," Control",9889,"No",177993,2,21,0.4761905,1,43,0
"196849","male",1986,"no","no","yes","no","no","No"," Control",5714,"No",102852,4,21,0.1904762,0.952381,20,0
"167654","male",1959,"yes","yes","yes","yes","no","No"," Neighbors",4861,"No",87486,3,21,0.1904762,1,47,1
"76466","female",1961,"yes","no","yes","no","no","No"," Control",2204,"No",39664,2,21,0.047619,1,45,0
"41818","female",1984,"no","no","yes","no","no","No"," Neighbors",1212,"No",21807,3,21,0.0952381,0.9047619,22,1
"335123","female",1952,"yes","yes","yes","no","no","No"," Control",9723,"No",175000,4,21,0.3809524,0.952381,54,0
"191387","female",1943,"yes","yes","yes","no","yes","No"," Control",5557,"Yes",100025,2,21,0.5238096,0.9047619,63,0
"296415","female",1946,"yes","yes","yes","no","yes","No"," Control",8589,"No",154600,2,21,0.1428571,0.952381,60,0
"111975","male",1952,"yes","yes","yes","yes","no","Yes"," Control",3223,"Yes",58009,2,21,0.1904762,0.7619048,54,0
"272228","female",1973,"no","yes","yes","no","no","Yes"," Control",7911,"No",142397,2,21,0.4761905,0.952381,33,0
"162031","male",1953,"yes","yes","yes","no","yes","Yes"," Control",4698,"Yes",84551,2,21,0.4285714,0.9047619,53,0
"88515","female",1958,"yes","yes","yes","no","yes","No"," Control",2550,"No",45894,4,21,0.1428571,1,48,0
"20695","female",1960,"yes","yes","yes","no","yes","No"," Control",607,"No",10926,2,21,0.047619,0.9047619,46,0
"5338","female",1941,"yes","yes","yes","no","no","Yes"," Control",158,"No",2843,2,21,0.5238096,0.952381,65,0
"277584","female",1970,"yes","yes","yes","no","yes","Yes"," Control",8064,"Yes",145141,2,21,0.2857143,0.5714286,36,0
"253387","female",1967,"yes","no","yes","yes","no","Yes"," Neighbors",7372,"Yes",132687,2,21,0.1428571,0.9047619,39,1
"46885","female",1943,"yes","yes","yes","no","yes","No"," Control",1356,"No",24396,1,21,0.0952381,1,63,0
"289224","female",1959,"yes","yes","yes","no","no","No"," Control",8379,"No",150820,3,21,0.1904762,0.952381,47,0
"166148","male",1946,"yes","yes","yes","no","yes","No"," Neighbors",4816,"No",86688,2,21,0.0952381,1,60,1
"65415","male",1943,"yes","yes","yes","no","yes","No"," Control",1886,"Yes",33944,2,21,0.3809524,0.9047619,63,0
"108286","male",1957,"yes","yes","yes","yes","no","No"," Control",3115,"Yes",56064,2,19,0.2631579,0.9473684,49,0
"258506","female",1957,"yes","yes","yes","no","no","Yes"," Neighbors",7523,"Yes",135400,3,21,0.5238096,0.8095238,49,1
"338573","male",1967,"yes","yes","yes","yes","yes","Yes"," Control",9830,"No",176932,1,21,0.5714286,0.952381,39,0
"22683","male",1955,"no","yes","yes","no","no","No"," Control",667,"No",12004,2,21,0.6190476,1,51,0
"295188","male",1963,"yes","yes","yes","no","no","Yes"," Control",8554,"No",153958,1,21,0.2380952,0.952381,43,0
"36689","female",1965,"yes","no","yes","no","no","Yes"," Control",1064,"No",19145,2,21,0.5238096,0.952381,41,0
"112919","female",1950,"yes","yes","yes","yes","yes","No"," Control",3251,"No",58512,2,21,0.3809524,0.8095238,56,0
"247868","female",1950,"yes","yes","yes","no","no","Yes"," Control",7213,"No",129833,2,21,0.3809524,1,56,0
"92076","female",1961,"yes","yes","yes","no","no","Yes"," Control",2653,"No",47751,1,21,0.7619048,0.952381,45,0
"278369","male",1965,"yes","yes","yes","no","yes","No"," Control",8086,"No",145533,1,21,0.047619,1,41,0
"199796","male",1932,"yes","yes","yes","yes","yes","Yes"," Control",5802,"Yes",104434,2,21,0.4761905,1,74,0
"152436","female",1954,"yes","yes","yes","yes","yes","No"," Control",4413,"No",79419,1,19,0.1052632,1,52,0
"309694","female",1950,"yes","yes","yes","no","yes","Yes"," Neighbors",8969,"No",161429,2,21,0.4761905,0.952381,56,1
"200649","male",1934,"no","yes","yes","no","no","Yes"," Neighbors",5827,"No",104883,2,21,0.3333333,1,72,1
"110275","male",1959,"yes","yes","yes","no","no","Yes"," Neighbors",3173,"No",57113,3,21,0.047619,1,47,1
"302928","male",1929,"yes","yes","yes","yes","yes","Yes"," Neighbors",8772,"Yes",157879,2,21,0.4761905,0.8095238,77,1
"212080","male",1944,"yes","yes","yes","yes","no","Yes"," Control",6169,"Yes",111034,1,21,0.4285714,0.8095238,62,0
"127457","female",1963,"yes","no","yes","no","no","No"," Control",3675,"No",66148,2,21,0.1428571,0.952381,43,0
"3717","female",1944,"yes","yes","yes","yes","yes","No"," Control",112,"Yes",2004,2,21,0.1904762,0.9047619,62,0
"338821","female",1981,"no","no","yes","yes","no","No"," Control",9838,"No",177067,5,21,0.0952381,0.9047619,25,0
"313360","female",1952,"yes","yes","yes","yes","yes","Yes"," Control",9075,"No",163350,2,21,0.3333333,0.9047619,54,0
"329970","male",1944,"yes","yes","yes","no","no","No"," Neighbors",9568,"Yes",172212,2,21,0.3333333,0.952381,62,1
"339899","male",1943,"no","yes","yes","yes","yes","No"," Control",9870,"No",177652,4,21,0.4285714,0.9047619,63,0
"290099","male",1956,"yes","yes","yes","yes","yes","No"," Control",8404,"No",151267,3,21,0.1904762,0.952381,50,0
"92211","female",1953,"yes","yes","yes","yes","no","Yes"," Control",2657,"No",47821,1,21,0.3333333,1,53,0
"32451","male",1948,"yes","yes","yes","no","yes","No"," Control",943,"Yes",16974,1,21,0.2857143,0.8095238,58,0
"283700","male",1949,"yes","yes","yes","no","yes","Yes"," Control",8228,"No",148098,2,21,0.1904762,1,57,0
"7564","male",1973,"yes","yes","yes","no","yes","Yes"," Control",223,"Yes",3999,2,21,0.4285714,0.9047619,33,0
"243418","female",1946,"yes","yes","yes","no","no","No"," Control",7090,"No",127610,2,19,0.1578947,1,60,0
"253680","female",1929,"yes","yes","yes","no","yes","Yes"," Neighbors",7381,"Yes",132850,2,21,0.7142857,0.952381,77,1
"173936","male",1959,"yes","yes","yes","no","no","No"," Control",5042,"No",90756,2,21,0.047619,0.7142857,47,0
"132854","female",1933,"yes","yes","yes","no","no","Yes"," Control",3833,"Yes",68988,2,21,0.2380952,0.9047619,73,0
