"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"10143",811152728197211776,"https://www.airbnb.com/rooms/811152728197211831","Spacious/Modern 4Bd/4Ba",477499127,"Drew","2022-08-31","100%","t","99%",9,"['email', 'phone']","t",78741,30.2365363483219,-97.7131597227048,"Entire rental unit","Entire home/apt",4,4,5,107,"t",4.73,4.82,4.57,4.91,4.96,4.64,4.6,3.44
"10144",793611557583559552,"https://www.airbnb.com/rooms/793611557583559548","Elevated East Austin Studio",62983112,"Chris","2016-03-14","100%","t","97%",2,"['email', 'phone']","t",78702,30.2771581765788,-97.7146916737107,"Entire guesthouse","Entire home/apt",1,1,1,79,"t",4.88,4.97,4.92,4.88,4.95,4.91,4.86,3.79
"10145",809661005374137600,"https://www.airbnb.com/rooms/809661005374137545","Lovely European-Mod Cottage 10 Miles From Downtown",113529156,"Katy Rose","2017-01-27","100%","t","92%",1,"['email', 'phone']","t",78748,30.1796241154669,-97.8265196823464,"Entire home","Entire home/apt",1,3,4,256,"t",5,5,5,5,5,4.96,5,1.75
"10146",793641944999948672,"https://www.airbnb.com/rooms/793641944999948627","Light Bright Eastside Bungalow | 2 Workspaces",2506118,"Eleanore","2012-05-30","100%","t","100%",5,"['email', 'phone']","t",78702,30.2554992045214,-97.7178640792499,"Entire home","Entire home/apt",2,3,2,245,"t",5,5,5,5,5,4.5,5,0.26
"10147",793642691658464256,"https://www.airbnb.com/rooms/793642691658464226","Modern Studio | Hip Area",26179739,"Max","2015-01-15","100%","t","98%",1,"['email', 'phone']","t",78702,30.2698269027126,-97.7265841094847,"Entire guesthouse","Entire home/apt",1,0,1,86,"t",5,4.98,4.96,4.99,5,4.94,4.95,4.79
"10148",809719045420517376,"https://www.airbnb.com/rooms/809719045420517324","Master King Room W/ Ensuite Bath - 8 Min. To DT",440211958,"Nicolette","2022-01-12","100%","t","99%",6,"['email', 'phone', 'work_email']","t",78741,30.2358605277397,-97.7314222231507,"Private room in home","Private room",1,1,1,75,"t",4.73,4.82,4.7,4.86,4.89,4.74,4.79,5.01
"10149",811154636754995712,"https://www.airbnb.com/rooms/811154636754995673","4Bd/Br Close to Everything",477499127,"Drew","2022-08-31","100%","t","99%",9,"['email', 'phone']","t",78741,30.234906571008,-97.7115673637699,"Entire rental unit","Entire home/apt",4,4,5,128,"t",4.9,4.8,4.74,4.9,4.96,4.76,4.78,3.07
"10150",811468853800881536,"https://www.airbnb.com/rooms/811468853800881584","Rooftop Deck | 5 mins to downtown",447606169,"Grand Welcome Austin And Highland Lakes","2022-03-02","100%","f","100%",60,"['email', 'phone']","t",78702,30.27325,-97.71819,"Entire home","Entire home/apt",2,3,3,86,"t",4.95,4.95,4.95,4.9,4.86,4.76,4.86,1.37
"10151",793686631847555840,"https://www.airbnb.com/rooms/793686631847555875","GRayT Mueller Home | 1 B/1B",276658296,"Raymon","2019-07-16","100%","f","55%",2,"['email', 'phone']","t",78723,30.313986170133,-97.6834922297407,"Entire home","Entire home/apt",1,1,1,125,"t",5,5,5,5,5,5,4.88,0.49
"10153",794001257218479744,"https://www.airbnb.com/rooms/794001257218479744","Austin Comfy Luxury Loft",176846299,"Nancy","2018-03-05","100%","f","100%",2,"['email', 'phone', 'work_email']","t",78737,30.2097136109193,-97.9567680135369,"Entire loft","Entire home/apt",1,1,4,139,"t",5,5,5,5,5,5,5,0.29
"10154",809727357076230016,"https://www.airbnb.com/rooms/809727357076230029","Writer’s Retreat in Austin",151146924,"Toan And Nhi","2017-09-18","100%","f","79%",6,"['email', 'phone']","t",78730,30.3628774,-97.7975443,"Tiny home","Entire home/apt",1,1,0,72,"t",4.8,4.9,4.7,4.9,5,4.7,4.5,0.67
"10157",794175734219812864,"https://www.airbnb.com/rooms/794175734219812921","Modern Cottage DT 9 mins/Airport 6 mins away",449688364,"Arthur","2022-03-15","100%","t","100%",1,"['email', 'phone']","t",78741,30.233413,-97.696393,"Entire home","Entire home/apt",1.5,3,0,152,"t",4.91,4.91,5,4.96,5,4.39,4.74,1.53
"10158",811766604883721728,"https://www.airbnb.com/rooms/811766604883721670","New Lake Travis Retreat Home | Mt View | 3 bd 3 ba",105472658,"Trent","2016-11-28","100%","t","100%",1,"['email', 'phone']","t",78734,30.394449,-97.9219188,"Entire home","Entire home/apt",2.5,3,5,193,"t",4.96,4.91,4.8,4.89,4.98,4.98,4.91,5.21
"10159",809802599255701760,"https://www.airbnb.com/rooms/809802599255701711","Modern, Bright & Cozy ~10 min to Domain & Downtown",363792914,"Steven","2020-08-22","90%","f","83%",2,"['email', 'phone']","t",78754,30.375783083,-97.6502686923526,"Entire home","Entire home/apt",2.5,5,5,234,"t",4.61,4.73,4.76,4.7,4.52,4.73,4.67,2.2
"10160",809904704470068480,"https://www.airbnb.com/rooms/809904704470068449","@ Marbella Lane - Amazing 4BR Lakeview Home",243785112,"Christine","2019-02-17","100%","t","99%",46,"['email', 'phone']","t",78724,30.256353416251,-97.5859117716494,"Entire home","Entire home/apt",2.5,4,6,144,"t",4.74,4.89,4.89,4.84,5,4.74,4.84,1.22
"10161",810024680551436544,"https://www.airbnb.com/rooms/810024680551436523","Swanky 1BR in Awesome Austin (3)",75178250,"S N","2016-06-01","19%","f","11%",18,"['email', 'phone']","t",78701,30.2705658399353,-97.7477410582348,"Entire rental unit","Entire home/apt",1,1,1,305,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10163",811858041118629760,"https://www.airbnb.com/rooms/811858041118629735","understated condo + workstation",19611460,"Wesley","2014-08-07","100%","t","100%",2,"['email', 'phone']","t",78745,30.2262303198294,-97.8045018048702,"Entire rental unit","Entire home/apt",1.5,1,0,101,"t",5,5,5,5,5,4.67,4.67,0.19
"10164",810030899385499520,"https://www.airbnb.com/rooms/810030899385499503","Hang Out in Awesome Austin (2)",75178250,"S N","2016-06-01","19%","f","11%",18,"['email', 'phone']","t",78701,30.2705924597576,-97.7470734302709,"Room in hotel","Private room",1,1,2,310,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10165",794215511102736000,"https://www.airbnb.com/rooms/794215511102736047","East Austin Contemporary w Pool",3175511,"Adam","2012-08-06","50%","f","100%",1,"['email', 'phone', 'work_email']","t",78702,30.27368,-97.71237,"Entire home","Entire home/apt",1,3,3,224,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10166",810083216164184576,"https://www.airbnb.com/rooms/810083216164184536","Designer Couples Oasis by Soco | Parking | Near DT",34116171,"Bashar","2015-05-24","100%","t","100%",4,"['email', 'phone', 'work_email']","t",78704,30.2263135484998,-97.7558722423117,"Entire loft","Entire home/apt",1,1,1,80,"t",4.99,4.99,4.99,4.98,4.99,4.86,4.89,8.49
"10167",810215293285236224,"https://www.airbnb.com/rooms/810215293285236225","You Had Me @ Hello | Stylish Charming Bungalow",410169720,"Jason","2021-06-30","100%","t","99%",11,"['email', 'phone']","t",78741,30.2373305115471,-97.6963518505352,"Entire home/apt","Entire home/apt",2,3,5,69,"t",4.9,4.95,4.96,4.95,4.97,4.38,4.87,6.47
"10168",811992343245221120,"https://www.airbnb.com/rooms/811992343245221083","Modern Stocked 1BR Minutes from Downtown!",497856880,"Darius","2023-01-25","N/A","t","100%",1,"['email', 'phone']","t",78705,30.29969906393,-97.7336112192035,"Entire rental unit","Entire home/apt",1,1,1,206,"t",4.87,4.9,4.9,4.94,5,4.94,4.9,2.31
"10169",812204756277485440,"https://www.airbnb.com/rooms/812204756277485434","Austin Guesthouse Studio",16260927,"John","2014-06-01","100%","t","100%",1,"['email', 'phone']","t",78744,30.1903547,-97.7475614,"Entire guesthouse","Entire home/apt",1,0,1,75,"t",5,5,5,5,5,4.57,4.86,0.54
"10170",812341806053139712,"https://www.airbnb.com/rooms/812341806053139725","The Farm House",40810777,"Michelle","2015-08-07","100%","t","96%",2,"['email', 'phone']","t",78737,30.20092,-97.93215,"Entire home","Entire home/apt",1,2,2,184,"t",5,5,5,5,5,5,5,1.86
"10171",812354613613891328,"https://www.airbnb.com/rooms/812354613613891316","New Home next to Tesla Giga, COTA & Airport",35514772,"Jay","2015-06-10","100%","t","100%",1,"['email', 'phone']","t",78725,30.2326947,-97.5845261,"Entire home","Entire home/apt",2,2,2,86,"t",4.93,4.9,4.86,5,5,4.93,4.88,2.89
"10172",812362210069352192,"https://www.airbnb.com/rooms/812362210069352185","Cozy little get away",282320174,"Chris","2019-08-04","0%","f","0%",1,"['email', 'phone']","t",78729,30.4498679581237,-97.7480444194358,"Private room in rental unit","Private room",1,1,1,57,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10173",812391773815297536,"https://www.airbnb.com/rooms/812391773815297592","*Dock | Sleeps 9 - WalkerVR Stairway to Heaven",15864252,"Walker Luxury Vacation","2014-05-22","100%","t","100%",27,"['email', 'phone', 'work_email']","t",78730,30.3354818090106,-97.8216707772739,"Entire home","Entire home/apt",2.5,4,5,263,"t",4.55,4.55,4.91,4.82,4.55,4.91,4.64,0.69
"10174",812393572985510400,"https://www.airbnb.com/rooms/812393572985510339","Brand New Contemporary Charmer",4412890,"Jordan","2012-12-15","100%","f","43%",1,"['email', 'phone']","t",78731,30.3226269,-97.7484819,"Entire home","Entire home/apt",2.5,4,4,996,"t",4.83,4.83,4.92,5,4.92,4.92,4.83,0.78
"10175",812430634530133760,"https://www.airbnb.com/rooms/812430634530133743","Austin Studio - Great Location!",240078487,"Steven","2019-01-30","97%","t","27%",467,"['email', 'phone']","t",78701,30.2726471737186,-97.7484523227673,"Entire rental unit","Entire home/apt",1,1,3,301,"t",5,5,5,5,5,5,5,0.13
"10176",794259368003465600,"https://www.airbnb.com/rooms/794259368003465642","Nature Cottage on W Bull Creek",151146924,"Toan And Nhi","2017-09-18","100%","f","79%",6,"['email', 'phone']","t",78730,30.3619555042123,-97.7977590797717,"Entire home","Entire home/apt",2,2,3,229,"t",5,4.83,4.58,4.42,5,4.83,4.75,0.74
"10177",810392778889069184,"https://www.airbnb.com/rooms/810392778889069243","Spacious 5 Bedroom (8 Bed) / 4 Bath Retreat",97701606,"Mathew","2016-10-02","100%","t","98%",4,"['email', 'phone']","t",78753,30.3965549466195,-97.6564015075564,"Entire home","Entire home/apt",4,5,8,240,"t",4.59,4.88,4.47,5,4.82,5,4.76,1.25
"10178",794770335846194688,"https://www.airbnb.com/rooms/794770335846194738","Hip, SoCo Space-Ideal for Long-Term Stays! 78704",49103601,"Herman","2015-11-15","N/A","f","N/A",1,"['phone']","t",78704,30.23526,-97.75057,"Entire home","Entire home/apt",1,3,3,175,"t",5,5,5,5,5,5,5,0.13
"10179",810398210662861952,"https://www.airbnb.com/rooms/810398210662861930","Camp Salina",174012440,"Amy","2018-02-18","100%","t","98%",1,"['email', 'phone']","t",78702,30.2750502,-97.721059,"Entire home","Entire home/apt",1,2,2,139,"t",4.77,4.81,4.81,4.98,4.83,4.81,4.74,3.29
"10180",810412472361635328,"https://www.airbnb.com/rooms/810412472361635377","Stylish~Cozy>1BR@SoLa>DT 5min",452920080,"Silicon","2022-04-05","100%","t","99%",8,"['email', 'phone']","t",78704,30.2377478495951,-97.7856691432159,"Entire rental unit","Entire home/apt",1,1,2,80,"t",4.68,4.71,4.73,4.86,4.95,4.83,4.58,3.55
"10182",810767849304342784,"https://www.airbnb.com/rooms/810767849304342790","Cozy Corporate Housing 4 BR|Near Tesla",277983957,"Vacay","2019-07-21","100%","f","93%",26,"['email', 'phone']","t",78724,30.2594144196135,-97.5772544543328,"Entire home","Entire home/apt",2.5,4,4,200,"t",5,5,5,5,5,5,5,0.97
"10183",812448064577512192,"https://www.airbnb.com/rooms/812448064577512168","Hill country retreat",497972537,"Terry","2023-01-25","N/A","f","N/A",1,"['email', 'phone']","f",78737,30.19771,-97.97423,"Private room in home","Private room",2,3,0,900,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10184",812524383267740928,"https://www.airbnb.com/rooms/812524383267740983","El Santuario Primitive Camp Grounds",497990558,"Mara","2023-01-25","100%","t","96%",3,"['email', 'phone']","t",78719,30.1586588981004,-97.691242935934,"Campsite","Entire home/apt",0.5,0,0,35,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10185",794858668547793792,"https://www.airbnb.com/rooms/794858668547793731","Stylish house with pet friendly yard",1356912,"Erik","2011-10-31","100%","t","100%",2,"['email', 'phone', 'work_email']","t",78741,30.2262679072455,-97.6980909458245,"Entire home","Entire home/apt",2.5,3,3,150,"t",4.93,4.96,4.89,4.93,4.96,4.75,4.89,1.81
"10186",812547454823800832,"https://www.airbnb.com/rooms/812547454823800784","Quiet South Austin Room",4235374,"Arielle","2012-11-25","100%","f","80%",1,"['email', 'phone']","t",78748,30.1777540585799,-97.8106615226371,"Private room in home","Private room",1.5,1,1,28,"t",5,5,5,5,5,5,5,0.7
"10187",812632376379272576,"https://www.airbnb.com/rooms/812632376379272634","Trendy~1BR in SoLa|5min to DT",452920080,"Silicon","2022-04-05","100%","t","99%",8,"['email', 'phone']","t",78704,30.23801,-97.78554,"Entire rental unit","Entire home/apt",1,1,3,85,"t",4.83,4.93,4.85,4.88,4.98,4.85,4.73,2.52
"10188",810768288164147328,"https://www.airbnb.com/rooms/810768288164147284","Cozy 1B1B @ SoLA~5min to DT",452920080,"Silicon","2022-04-05","100%","t","99%",8,"['email', 'phone']","t",78704,30.2378919908292,-97.7871347705003,"Entire rental unit","Entire home/apt",1,1,0,75,"t",4.79,4.82,4.85,4.94,4.91,4.85,4.76,2.15
"10189",813139795405307904,"https://www.airbnb.com/rooms/813139795405307933","Backyard Guesthouse in Central Austin. MCM style.",201817588,"Peter","2018-07-12","100%","t","97%",1,"['email', 'phone']","t",78703,30.2729467222689,-97.7578673439933,"Entire guesthouse","Entire home/apt",1,0,1,126,"t",4.93,4.94,4.87,5,4.97,4.99,4.89,4.34
"10191",794995851221083904,"https://www.airbnb.com/rooms/794995851221083882","Cozy 1B - 8 Min to DT! Comfy Queen Bed, Fast WiFi",90672052,"Richy","2016-08-18","100%","t","99%",6,"['email', 'phone']","t",78704,30.2461563902733,-97.7620326941752,"Entire rental unit","Entire home/apt",1,1,2,80,"t",4.94,4.97,4.92,4.98,4.98,4.92,4.94,3.96
"10192",810918320085394944,"https://www.airbnb.com/rooms/810918320085394882","Modern Stay, Steps to Zilker",29188684,"Megan","2015-03-11","100%","f","75%",1,"['email', 'phone']","t",78704,30.2572286180318,-97.7723379094874,"Entire home","Entire home/apt",2.5,2,3,405,"t",5,5,5,5,5,5,5,0.12
"10193",810949002253487616,"https://www.airbnb.com/rooms/810949002253487581","Modern 2BR Near UT | Hyde Park | Evonify",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78751,30.3022938778874,-97.7337954521686,"Entire rental unit","Entire home/apt",1,2,3,64,"t",4.7,4.75,4.62,4.7,4.79,4.65,4.7,3.73
"10194",813145767829712128,"https://www.airbnb.com/rooms/813145767829712071","Stylish 1BR | Zilker | Evonify",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78704,30.2508180587155,-97.7727723143647,"Entire rental unit","Entire home/apt",1,1,2,59,"t",4.69,4.69,4.65,4.77,4.92,4.77,4.73,3.1
"10195",813151313248929920,"https://www.airbnb.com/rooms/813151313248929906","Stylish 1BR | Zilker | Evonify",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78704,30.25081,-97.77284,"Entire rental unit","Entire home/apt",1,1,2,98,"t",4.54,4.58,4.65,4.65,4.85,4.77,4.42,1.58
"10196",795133663610783360,"https://www.airbnb.com/rooms/795133663610783386","Texas Time Warp off Congress - Cowboy Pool!",154580061,"Brendan","2017-10-14","100%","t","99%",3,"['email', 'phone']","t",78745,30.2132230856101,-97.766888621844,"Entire home","Entire home/apt",1,3,3,182,"t",5,4.99,4.98,4.98,4.99,4.8,4.96,6.76
"10197",813172696037609600,"https://www.airbnb.com/rooms/813172696037609639","Entire Duplex in South Austin",485945787,"Rachel","2022-11-01","100%","t","100%",6,"['email', 'phone']","t",78745,30.19777,-97.80798,"Entire home","Entire home/apt",6,6,6,559,"t",5,5,5,5,5,4.91,4.82,0.68
"10198",810962184737189760,"https://www.airbnb.com/rooms/810962184737189701","East Austin Home - 2 Bedroom|Large Backyard",114422088,"French Cowboys Management","2017-02-01","100%","t","99%",89,"['email', 'phone']","t",78702,30.2634754326025,-97.7091657802367,"Entire home","Entire home/apt",2.5,2,2,211,"t",4.92,4.86,4.89,4.97,4.94,4.78,4.81,2.32
"10199",795553285729786368,"https://www.airbnb.com/rooms/795553285729786326","Queen Bedroom C w/ Private Bathroom in #883",438915596,"Nikolina","2022-01-04","100%","f","80%",31,"['email', 'phone']","t",78741,30.2325472211839,-97.715788336723,"Private room in rental unit","Private room",0,1,1,82,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10201",813178943114146944,"https://www.airbnb.com/rooms/813178943114146996","Modern~comfortable 1BR apt~Gym~Pool",452920080,"Silicon","2022-04-05","100%","t","99%",8,"['email', 'phone']","t",78704,30.2394920078205,-97.7860504268426,"Entire rental unit","Entire home/apt",1,1,2,80,"t",4.77,4.84,4.8,4.82,4.93,4.89,4.7,2.63
"10203",813340242437237376,"https://www.airbnb.com/rooms/813340242437237345","Mid-Century Austin Escape!",55885216,"Cannon","2016-01-24","100%","t","99%",10,"['email', 'phone']","t",78705,30.3016003184163,-97.7413619011023,"Entire rental unit","Entire home/apt",1,1,2,85,"t",4.86,4.94,4.69,4.94,4.91,4.94,4.85,3.92
"10204",817431374887129472,"https://www.airbnb.com/rooms/817431374887129460","Cozy Austin Home w/ Yard: Near Downtown!",456475914,"Evolve","2022-04-28","100%","f","99%",870,"['email', 'phone']","t",78729,30.44674,-97.76232,"Entire home","Entire home/apt",2.5,3,3,150,"t",5,5,5,5,4.89,4.89,4.89,0.57
"10206",813600034681791232,"https://www.airbnb.com/rooms/813600034681791216","Blueground | Barton Springs, gym & pool, nr lake",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78704,30.2647789,-97.7621308,"Entire rental unit","Entire home/apt",1,1,1,99,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10207",795671504070218240,"https://www.airbnb.com/rooms/795671504070218214","Chic 6th St. Condo With Floor to Ceiling Views",493931006,"Brushy Rentals","2023-01-02","100%","t","97%",1,"['email', 'phone']","t",78702,30.2647075307287,-97.7341619379644,"Entire condo","Entire home/apt",1,2,4,158,"t",4.88,4.94,4.97,4.91,4.94,4.41,4.71,2.04
"10208",813655266751533824,"https://www.airbnb.com/rooms/813655266751533814","The Austin Vacation",44664003,"Tobin","2015-09-20","100%","t","100%",8,"['email', 'phone']","t",78704,30.2441265540747,-97.7743924201853,"Entire rental unit","Entire home/apt",1,1,2,78,"t",4.89,4.83,4.69,4.94,4.86,4.83,4.78,2.24
"10209",813675173325908480,"https://www.airbnb.com/rooms/813675173325908460","The Backyard Chateau!",1246229,"Elizabeth","2011-10-04","100%","f","99%",4,"['email', 'phone', 'work_email']","t",78702,30.254322543597,-97.7257804424082,"Camper/RV","Entire home/apt",1,1,1,39,"t",4.71,4.83,4.42,4.92,4.89,4.86,4.65,3.88
"10210",817437430436898688,"https://www.airbnb.com/rooms/817437430436898695","Hip Retreat a few min from DT",9929202,"Natalie","2015-05-06","100%","f","91%",1,"['email', 'phone', 'work_email']","t",78702,30.2747747,-97.7186521,"Entire home","Entire home/apt",2,2,2,200,"t",5,4.82,4.91,4.91,4.82,4.91,4.82,1.37
"10211",817570922585467776,"https://www.airbnb.com/rooms/817570922585467717","Modern Swede Hill w Pool",34399,"Chris","2009-08-27","N/A","f","N/A",1,"['email', 'phone', 'work_email']","t",78702,30.27536,-97.72945,"Entire home","Entire home/apt",2,2,2,350,"t",NA,NA,NA,NA,NA,NA,NA,NA
"10212",817925256225167104,"https://www.airbnb.com/rooms/817925256225167162","Incredible View Of  Downtown | Walk To Rainey St.",28369509,"One Fine BnB","2015-02-25","100%","t","100%",10,"['email', 'phone']","t",78701,30.257341141053,-97.738205382198,"Entire rental unit","Entire home/apt",2,2,2,270,"t",4.83,4.83,4.95,4.92,4.91,4.94,4.77,4.96
